"symbol"	"log2fc"	"pv"	"fdr"	"sv"	"dataset_id"	"dataset_annot"
"5830468K08Rik"	-0.2182075	0.0315	0.6772814	-1.5016894462104	"GSE29048"	"pdx1_intestinal_epithelium"
"Ppm1l"	-0.21826	0.0441	0.6949324	-1.35556141053216	"GSE29048"	"pdx1_intestinal_epithelium"
"Gm12072"	-0.2183425	0.0263	0.6712341	-1.58004425151024	"GSE29048"	"pdx1_intestinal_epithelium"
"Mphosph8"	-0.2184375	0.0207	0.659832	-1.68402965454308	"GSE29048"	"pdx1_intestinal_epithelium"
"Six3os1"	-0.2184825	0.0291	0.675923	-1.53610701101409	"GSE29048"	"pdx1_intestinal_epithelium"
"Rnd1"	-0.2185075	0.00804	0.5807589	-2.09474395125155	"GSE29048"	"pdx1_intestinal_epithelium"
"Zfp703"	-0.2185225	0.021	0.6601844	-1.67778070526608	"GSE29048"	"pdx1_intestinal_epithelium"
"Krtap26-1"	-0.2185625	0.0122	0.6167583	-1.91364016932525	"GSE29048"	"pdx1_intestinal_epithelium"
"Nup214"	-0.21874	0.0324	0.6798624	-1.48945498979339	"GSE29048"	"pdx1_intestinal_epithelium"
"Plk2"	-0.2187825	0.0172	0.6430936	-1.76447155309245	"GSE29048"	"pdx1_intestinal_epithelium"
"4632428C04Rik"	-0.218835	0.0269	0.6717154	-1.57024771999759	"GSE29048"	"pdx1_intestinal_epithelium"
"Gins3"	-0.2189175	0.0305	0.675923	-1.51570016065321	"GSE29048"	"pdx1_intestinal_epithelium"
"Gm20199"	-0.21896	0.0127	0.6192206	-1.89619627904404	"GSE29048"	"pdx1_intestinal_epithelium"
"1700069L16Rik"	-0.2191225	0.0318	0.6782049	-1.49757288001557	"GSE29048"	"pdx1_intestinal_epithelium"
"Ffar2"	-0.2194125	0.0352	0.6850681	-1.45345733652187	"GSE29048"	"pdx1_intestinal_epithelium"
"Glb1l///Ankzf1"	-0.219445	0.0432	0.6932074	-1.36451625318509	"GSE29048"	"pdx1_intestinal_epithelium"
"4930432H08Rik"	-0.2196925	0.0258	0.6705072	-1.58838029403677	"GSE29048"	"pdx1_intestinal_epithelium"
"Adamts18"	-0.2199575	0.00657	0.5647294	-2.18243463044022	"GSE29048"	"pdx1_intestinal_epithelium"
"1810008I18Rik"	-0.2204175	0.0252	0.666532	-1.59859945921846	"GSE29048"	"pdx1_intestinal_epithelium"
"1700102P08Rik"	-0.220475	0.0224	0.6601844	-1.64975198166584	"GSE29048"	"pdx1_intestinal_epithelium"
"Ssbp1"	-0.2205475	0.0316	0.6782049	-1.5003129173816	"GSE29048"	"pdx1_intestinal_epithelium"
"Rhno1"	-0.2207	0.0145	0.6258575	-1.83863199776503	"GSE29048"	"pdx1_intestinal_epithelium"
"Car5a"	-0.2208975	0.0375	0.6863534	-1.42596873227228	"GSE29048"	"pdx1_intestinal_epithelium"
"Myom3"	-0.2209075	0.0146	0.6258575	-1.83564714421556	"GSE29048"	"pdx1_intestinal_epithelium"
"Pkhd1l1"	-0.221425	0.0273	0.6730063	-1.56383735295924	"GSE29048"	"pdx1_intestinal_epithelium"
"Ptprs"	-0.221495	0.0133	0.6256815	-1.87614835903291	"GSE29048"	"pdx1_intestinal_epithelium"
"AU022526"	-0.2218975	0.0267	0.6712341	-1.57348873863542	"GSE29048"	"pdx1_intestinal_epithelium"
"Tra2b"	-0.2220725	0.00923	0.5979902	-2.03479829897409	"GSE29048"	"pdx1_intestinal_epithelium"
"Tnni3"	-0.22217	0.0476	0.6978012	-1.32239304727951	"GSE29048"	"pdx1_intestinal_epithelium"
"Cfhr2"	-0.2223375	0.0223	0.6601844	-1.65169513695184	"GSE29048"	"pdx1_intestinal_epithelium"
"Ccr1l1"	-0.2223725	0.00771	0.5802811	-2.11294562194904	"GSE29048"	"pdx1_intestinal_epithelium"
"Ube2i"	-0.2225075	0.0474	0.6978012	-1.32422165832591	"GSE29048"	"pdx1_intestinal_epithelium"
"Zfp426"	-0.22277	0.0323	0.6798624	-1.4907974776689	"GSE29048"	"pdx1_intestinal_epithelium"
"Rab12"	-0.222835	0.0171	0.6430936	-1.76700388960785	"GSE29048"	"pdx1_intestinal_epithelium"
"Alpi"	-0.2232	0.011	0.6002057	-1.95860731484178	"GSE29048"	"pdx1_intestinal_epithelium"
"D5Ertd505e"	-0.22347	0.0121	0.6167583	-1.91721462968355	"GSE29048"	"pdx1_intestinal_epithelium"
"Gpt2"	-0.2236425	0.0319	0.6782049	-1.49620931694282	"GSE29048"	"pdx1_intestinal_epithelium"
"Tmem231"	-0.223805	0.0441	0.6949324	-1.35556141053216	"GSE29048"	"pdx1_intestinal_epithelium"
"Psmd13"	-0.2239	0.0383	0.6881869	-1.41680122603138	"GSE29048"	"pdx1_intestinal_epithelium"
"Oc90"	-0.224635	0.0364	0.6863534	-1.43889861635094	"GSE29048"	"pdx1_intestinal_epithelium"
"Mettl13"	-0.22498	0.046	0.6949526	-1.33724216831843	"GSE29048"	"pdx1_intestinal_epithelium"
"Nr4a2"	-0.2250425	0.049	0.6999497	-1.30980391997149	"GSE29048"	"pdx1_intestinal_epithelium"
"6030419C18Rik"	-0.2250825	0.0212	0.6601844	-1.67366413907125	"GSE29048"	"pdx1_intestinal_epithelium"
"Rnf165"	-0.22524	0.0222	0.6601844	-1.65364702554936	"GSE29048"	"pdx1_intestinal_epithelium"
"Tmed5"	-0.2254325	0.0153	0.6323735	-1.8153085691824	"GSE29048"	"pdx1_intestinal_epithelium"
"Il1rl2"	-0.2255	0.00989	0.6002057	-2.00480370840282	"GSE29048"	"pdx1_intestinal_epithelium"
"Stk38"	-0.2257975	0.0435	0.6932074	-1.36151074304536	"GSE29048"	"pdx1_intestinal_epithelium"
"4930431C11Rik"	-0.22586	0.0155	0.6329947	-1.80966830182971	"GSE29048"	"pdx1_intestinal_epithelium"
"Zbtb8a"	-0.22601	0.041	0.6910918	-1.38721614328026	"GSE29048"	"pdx1_intestinal_epithelium"
"Acoxl"	-0.226195	0.0251	0.6651447	-1.60032627851896	"GSE29048"	"pdx1_intestinal_epithelium"
"Arsj"	-0.226565	0.00685	0.5647294	-2.16430942850757	"GSE29048"	"pdx1_intestinal_epithelium"
"Syt1"	-0.2266125	0.013	0.6213655	-1.88605664769316	"GSE29048"	"pdx1_intestinal_epithelium"
"9430018C23Rik"	-0.22668	0.0266	0.6712341	-1.57511836336893	"GSE29048"	"pdx1_intestinal_epithelium"
"Gm20071///D2Bwg1423e"	-0.22672	0.0128	0.6193026	-1.89279003035213	"GSE29048"	"pdx1_intestinal_epithelium"
"Tfdp2"	-0.2267325	0.00512	0.5627227	-2.29073003902417	"GSE29048"	"pdx1_intestinal_epithelium"
"4930519P11Rik"	-0.2269075	0.0125	0.6184271	-1.90308998699194	"GSE29048"	"pdx1_intestinal_epithelium"
"6330437I11Rik"	-0.227085	0.00489	0.549622	-2.31069114087638	"GSE29048"	"pdx1_intestinal_epithelium"
"Fam65c"	-0.227145	0.0234	0.6601844	-1.63078414258986	"GSE29048"	"pdx1_intestinal_epithelium"
"Acsbg1"	-0.2273775	0.0308	0.675923	-1.51144928349956	"GSE29048"	"pdx1_intestinal_epithelium"
"C77137"	-0.227565	0.0351	0.6850681	-1.45469288353418	"GSE29048"	"pdx1_intestinal_epithelium"
"Ebf4"	-0.22763	0.0142	0.6258575	-1.84771165561694	"GSE29048"	"pdx1_intestinal_epithelium"
"Trappc12"	-0.22763	0.0223	0.6601844	-1.65169513695184	"GSE29048"	"pdx1_intestinal_epithelium"
"8430406P12Rik///Cdk13"	-0.227765	0.0225	0.6601844	-1.64781748188864	"GSE29048"	"pdx1_intestinal_epithelium"
"Plag1"	-0.2278025	0.0498	0.7008818	-1.30277065724028	"GSE29048"	"pdx1_intestinal_epithelium"
"St6galnac3"	-0.2278025	0.0468	0.6976877	-1.32975414692588	"GSE29048"	"pdx1_intestinal_epithelium"
"Polr1a"	-0.2278825	0.0181	0.6489136	-1.74232142513082	"GSE29048"	"pdx1_intestinal_epithelium"
"Stx1b"	-0.22789	0.0268	0.6712341	-1.57186520597121	"GSE29048"	"pdx1_intestinal_epithelium"
"Gfpt2"	-0.227905	0.00771	0.5802811	-2.11294562194904	"GSE29048"	"pdx1_intestinal_epithelium"
"Rrbp1"	-0.227995	0.046	0.6949526	-1.33724216831843	"GSE29048"	"pdx1_intestinal_epithelium"
"4930573G07Rik"	-0.22812	0.0258	0.6705072	-1.58838029403677	"GSE29048"	"pdx1_intestinal_epithelium"
"4930533K18Rik"	-0.2283725	0.00996	0.6002057	-2.0017406615763	"GSE29048"	"pdx1_intestinal_epithelium"
"Snhg11"	-0.2285175	0.0351	0.6850681	-1.45469288353418	"GSE29048"	"pdx1_intestinal_epithelium"
"Acacb"	-0.2285625	0.0269	0.6718051	-1.57024771999759	"GSE29048"	"pdx1_intestinal_epithelium"
"R3hdm1"	-0.2287325	0.0408	0.6910918	-1.38933983691012	"GSE29048"	"pdx1_intestinal_epithelium"
"Hormad1"	-0.2288525	0.00911	0.5958631	-2.040481623027	"GSE29048"	"pdx1_intestinal_epithelium"
"Lpo"	-0.2288925	0.0301	0.675923	-1.52143350440616	"GSE29048"	"pdx1_intestinal_epithelium"
"9230112J17Rik"	-0.228955	0.0208	0.659832	-1.68193666503724	"GSE29048"	"pdx1_intestinal_epithelium"
"Fam20b"	-0.2294375	0.0347	0.6850681	-1.45967052520913	"GSE29048"	"pdx1_intestinal_epithelium"
"Efl1"	-0.2297025	0.0082	0.5824091	-2.08618614761628	"GSE29048"	"pdx1_intestinal_epithelium"
"Gm2808///Tulp4"	-0.2300175	0.0311	0.675923	-1.50723961097316	"GSE29048"	"pdx1_intestinal_epithelium"
"Frk"	-0.23014	0.0328	0.6816748	-1.48412615628832	"GSE29048"	"pdx1_intestinal_epithelium"
"4933426K07Rik"	-0.2303325	0.0422	0.6929276	-1.37468754903833	"GSE29048"	"pdx1_intestinal_epithelium"
"Lrrc41"	-0.230375	0.0177	0.6460755	-1.75202673363819	"GSE29048"	"pdx1_intestinal_epithelium"
"Sun2"	-0.230385	0.0457	0.6949526	-1.34008379993015	"GSE29048"	"pdx1_intestinal_epithelium"
"Fam174b"	-0.23039	0.0149	0.628309	-1.82681373158773	"GSE29048"	"pdx1_intestinal_epithelium"
"Lrrc8d"	-0.2305325	0.0103	0.6002057	-1.98716277529483	"GSE29048"	"pdx1_intestinal_epithelium"
"Actrt3"	-0.2308075	0.0331	0.6816748	-1.48017200622428	"GSE29048"	"pdx1_intestinal_epithelium"
"Gc"	-0.23089	0.0271	0.6730063	-1.56703070912559	"GSE29048"	"pdx1_intestinal_epithelium"
"Exoc8"	-0.2308925	0.0163	0.6412893	-1.78781239559604	"GSE29048"	"pdx1_intestinal_epithelium"
"E130107B13Rik"	-0.231015	0.0248	0.6617042	-1.60554831917378	"GSE29048"	"pdx1_intestinal_epithelium"
"Tmem110"	-0.2310475	0.0177	0.6460755	-1.75202673363819	"GSE29048"	"pdx1_intestinal_epithelium"
"Gm2102"	-0.2312525	0.00638	0.5647294	-2.19517932127884	"GSE29048"	"pdx1_intestinal_epithelium"
"Irf3"	-0.231265	0.0314	0.675923	-1.50307035192679	"GSE29048"	"pdx1_intestinal_epithelium"
"Pla2g1b"	-0.231265	0.0413	0.6910918	-1.3840499483436	"GSE29048"	"pdx1_intestinal_epithelium"
"A130004G11Rik"	-0.23142	0.0313	0.675923	-1.50445566245355	"GSE29048"	"pdx1_intestinal_epithelium"
"Gm19521"	-0.2317175	0.0324	0.6798624	-1.48945498979339	"GSE29048"	"pdx1_intestinal_epithelium"
"Vcpip1"	-0.2318325	0.0182	0.6489136	-1.73992861201493	"GSE29048"	"pdx1_intestinal_epithelium"
"C630016I17Rik"	-0.2319	0.0165	0.6419925	-1.78251605578609	"GSE29048"	"pdx1_intestinal_epithelium"
"Rian"	-0.232145	0.00778	0.5802811	-2.10902040301031	"GSE29048"	"pdx1_intestinal_epithelium"
"Fam13b"	-0.232465	0.0159	0.6350186	-1.79860287567955	"GSE29048"	"pdx1_intestinal_epithelium"
"Kdm6a"	-0.23247	0.0137	0.6258575	-1.86327943284359	"GSE29048"	"pdx1_intestinal_epithelium"
"Kcnj6"	-0.232615	0.0445	0.6949526	-1.35163998901907	"GSE29048"	"pdx1_intestinal_epithelium"
"Chrdl2"	-0.2328075	0.0103	0.6002057	-1.98716277529483	"GSE29048"	"pdx1_intestinal_epithelium"
"Tmem89"	-0.232845	0.0131	0.6216165	-1.88272870434424	"GSE29048"	"pdx1_intestinal_epithelium"
"Ubap2l"	-0.2329425	0.037	0.6863534	-1.43179827593301	"GSE29048"	"pdx1_intestinal_epithelium"
"4930456J16Rik"	-0.2330125	0.0462	0.696128	-1.33535802444387	"GSE29048"	"pdx1_intestinal_epithelium"
"Cacfd1"	-0.2332775	0.00844	0.5846314	-2.07365755337434	"GSE29048"	"pdx1_intestinal_epithelium"
"Tyrp1"	-0.2333225	0.00803	0.5807589	-2.09528445472132	"GSE29048"	"pdx1_intestinal_epithelium"
"Tpt1"	-0.23351	0.0458	0.6949526	-1.33913452199613	"GSE29048"	"pdx1_intestinal_epithelium"
"Sncb"	-0.2335475	0.00729	0.5693814	-2.13727247168203	"GSE29048"	"pdx1_intestinal_epithelium"
"4921504P13Rik"	-0.2335625	0.0231	0.6601844	-1.63638802010786	"GSE29048"	"pdx1_intestinal_epithelium"
"Usp39"	-0.2335675	0.0242	0.6616355	-1.61618463401957	"GSE29048"	"pdx1_intestinal_epithelium"
"9630013A20Rik"	-0.2339075	0.048	0.698329	-1.31875876262441	"GSE29048"	"pdx1_intestinal_epithelium"
"Airn///Igf2r"	-0.2339225	0.0246	0.6617042	-1.60906489289662	"GSE29048"	"pdx1_intestinal_epithelium"
"Ppp1r32"	-0.2339725	0.0201	0.6548966	-1.69680394257951	"GSE29048"	"pdx1_intestinal_epithelium"
"H2afy3"	-0.234435	0.0166	0.6428864	-1.77989191195995	"GSE29048"	"pdx1_intestinal_epithelium"
"Zbtb4"	-0.2345	0.0374	0.6863534	-1.42712839779952	"GSE29048"	"pdx1_intestinal_epithelium"
"Gbp8///Gbp4"	-0.2346425	0.0117	0.6084532	-1.93181413825384	"GSE29048"	"pdx1_intestinal_epithelium"
"4933403L11Rik"	-0.2346925	0.0307	0.675923	-1.51286162452281	"GSE29048"	"pdx1_intestinal_epithelium"
"Sfpq"	-0.2347275	0.0205	0.659832	-1.68824613894425	"GSE29048"	"pdx1_intestinal_epithelium"
"4930578I07Rik"	-0.2350525	0.0169	0.6428864	-1.77211329538633	"GSE29048"	"pdx1_intestinal_epithelium"
"Cox5b"	-0.2350925	0.019	0.6489136	-1.72124639904717	"GSE29048"	"pdx1_intestinal_epithelium"
"D4Ertd58e"	-0.235325	0.0384	0.6881869	-1.41566877563247	"GSE29048"	"pdx1_intestinal_epithelium"
"Nrg3"	-0.235465	0.0127	0.6193026	-1.89619627904404	"GSE29048"	"pdx1_intestinal_epithelium"
"Hist1h3f"	-0.2354975	0.0205	0.659832	-1.68824613894425	"GSE29048"	"pdx1_intestinal_epithelium"
"Slc9b1"	-0.2356925	0.018	0.6477344	-1.74472749489669	"GSE29048"	"pdx1_intestinal_epithelium"
"Cdk13"	-0.23576	0.00474	0.5470551	-2.32422165832591	"GSE29048"	"pdx1_intestinal_epithelium"
"Dok7"	-0.2359425	0.00803	0.5807589	-2.09528445472132	"GSE29048"	"pdx1_intestinal_epithelium"
"Mtss1"	-0.2362275	0.00444	0.5391755	-2.35261702988538	"GSE29048"	"pdx1_intestinal_epithelium"
"Dppa3"	-0.236245	0.0136	0.6258575	-1.86646109162978	"GSE29048"	"pdx1_intestinal_epithelium"
"Med13l"	-0.23628	0.0332	0.6816748	-1.47886191629596	"GSE29048"	"pdx1_intestinal_epithelium"
"Mrps26"	-0.2364675	0.00994	0.6002057	-2.00261361560269	"GSE29048"	"pdx1_intestinal_epithelium"
"1700018G05Rik"	-0.236545	0.0434	0.6932074	-1.36251027048749	"GSE29048"	"pdx1_intestinal_epithelium"
"Selp"	-0.236705	0.0169	0.6428864	-1.77211329538633	"GSE29048"	"pdx1_intestinal_epithelium"
"Klk9"	-0.2368175	0.0179	0.6460755	-1.74714696902011	"GSE29048"	"pdx1_intestinal_epithelium"
"Pnma2"	-0.2368275	0.0189	0.6489136	-1.72353819582676	"GSE29048"	"pdx1_intestinal_epithelium"
"6330531I01Rik"	-0.236955	0.0176	0.6460755	-1.75448733218585	"GSE29048"	"pdx1_intestinal_epithelium"
"Rab36"	-0.2369675	0.0481	0.698329	-1.31785492362617	"GSE29048"	"pdx1_intestinal_epithelium"
"Sdha"	-0.2369725	0.009	0.5958631	-2.04575749056068	"GSE29048"	"pdx1_intestinal_epithelium"
"Meg3"	-0.2370025	0.016	0.6369471	-1.79588001734408	"GSE29048"	"pdx1_intestinal_epithelium"
"Ttn"	-0.23716	0.0375	0.6863534	-1.42596873227228	"GSE29048"	"pdx1_intestinal_epithelium"
"Rspo3"	-0.2373275	0.0338	0.6830642	-1.47108329972235	"GSE29048"	"pdx1_intestinal_epithelium"
"Sfrp5"	-0.2373875	0.0195	0.6503108	-1.70996538863748	"GSE29048"	"pdx1_intestinal_epithelium"
"Napb"	-0.2375625	0.0477	0.6978012	-1.32148162095989	"GSE29048"	"pdx1_intestinal_epithelium"
"Agtr1b"	-0.2378025	0.0485	0.6984782	-1.31425826139774	"GSE29048"	"pdx1_intestinal_epithelium"
"Pipox"	-0.2378725	0.0398	0.6891608	-1.40011692792631	"GSE29048"	"pdx1_intestinal_epithelium"
"Usp36"	-0.2380125	0.0278	0.675923	-1.55595520408192	"GSE29048"	"pdx1_intestinal_epithelium"
"Adcy9"	-0.2383	0.0143	0.6258575	-1.84466396253494	"GSE29048"	"pdx1_intestinal_epithelium"
"D030036P13Rik"	-0.2383475	0.00859	0.589139	-2.06600683616876	"GSE29048"	"pdx1_intestinal_epithelium"
"4930483J18Rik"	-0.2388375	0.00555	0.5647294	-2.25570701687732	"GSE29048"	"pdx1_intestinal_epithelium"
"4930402H24Rik"	-0.239275	0.0332	0.6816748	-1.47886191629596	"GSE29048"	"pdx1_intestinal_epithelium"
"Derl3"	-0.2393175	0.037	0.6863534	-1.43179827593301	"GSE29048"	"pdx1_intestinal_epithelium"
"Tmeff2"	-0.239455	0.00325	0.5212774	-2.48811663902113	"GSE29048"	"pdx1_intestinal_epithelium"
"Tex11"	-0.2394675	0.0062	0.5647294	-2.20760831050175	"GSE29048"	"pdx1_intestinal_epithelium"
"Rptn"	-0.239695	0.0161	0.6398356	-1.79317412396815	"GSE29048"	"pdx1_intestinal_epithelium"
"Proz"	-0.2397525	0.0243	0.6616355	-1.61439372640169	"GSE29048"	"pdx1_intestinal_epithelium"
"Gm11175"	-0.239775	0.0416	0.6912827	-1.38090666937326	"GSE29048"	"pdx1_intestinal_epithelium"
"D1Pas1"	-0.2402075	0.0142	0.6258575	-1.84771165561694	"GSE29048"	"pdx1_intestinal_epithelium"
"Igfbp1"	-0.24029	0.00346	0.5282287	-2.46092390120722	"GSE29048"	"pdx1_intestinal_epithelium"
"Cxxc5"	-0.24058	0.0061	0.5647294	-2.21467016498923	"GSE29048"	"pdx1_intestinal_epithelium"
"Dennd1b"	-0.24082	0.00667	0.5647294	-2.17587416608345	"GSE29048"	"pdx1_intestinal_epithelium"
"1700008O03Rik"	-0.2410875	0.00902	0.5958631	-2.04479346245806	"GSE29048"	"pdx1_intestinal_epithelium"
"Zfp64"	-0.241105	0.013	0.6213961	-1.88605664769316	"GSE29048"	"pdx1_intestinal_epithelium"
"Dnah1"	-0.24136	0.0188	0.6489136	-1.72584215073632	"GSE29048"	"pdx1_intestinal_epithelium"
"Art4"	-0.2417675	0.0394	0.6890565	-1.40450377817443	"GSE29048"	"pdx1_intestinal_epithelium"
"Fbxo16"	-0.242355	0.00225	0.5043645	-2.64781748188864	"GSE29048"	"pdx1_intestinal_epithelium"
"Spta1"	-0.242385	0.00443	0.5391755	-2.35359627377693	"GSE29048"	"pdx1_intestinal_epithelium"
"Ntrk2"	-0.2424625	0.0324	0.6798624	-1.48945498979339	"GSE29048"	"pdx1_intestinal_epithelium"
"Cox8c"	-0.2425175	0.0255	0.667822	-1.59345981956604	"GSE29048"	"pdx1_intestinal_epithelium"
"Whsc1l1"	-0.24271	0.0483	0.6984613	-1.31605286924849	"GSE29048"	"pdx1_intestinal_epithelium"
"Ubr5"	-0.2428375	0.0442	0.6949324	-1.35457773065091	"GSE29048"	"pdx1_intestinal_epithelium"
"Runx1"	-0.243005	0.00497	0.5532968	-2.30364361126667	"GSE29048"	"pdx1_intestinal_epithelium"
"Agap1"	-0.2431725	0.00237	0.5043645	-2.6252516539899	"GSE29048"	"pdx1_intestinal_epithelium"
"Gm15122"	-0.2433125	0.0335	0.6816748	-1.47495519296315	"GSE29048"	"pdx1_intestinal_epithelium"
"AW493563"	-0.243455	0.0116	0.6084532	-1.93554201077308	"GSE29048"	"pdx1_intestinal_epithelium"
"Tenm3"	-0.24369	0.0492	0.7000797	-1.30803489723264	"GSE29048"	"pdx1_intestinal_epithelium"
"Tmprss13"	-0.2438525	0.00482	0.5470551	-2.31695296176115	"GSE29048"	"pdx1_intestinal_epithelium"
"Tas1r2"	-0.2439125	0.00239	0.5043645	-2.62160209905186	"GSE29048"	"pdx1_intestinal_epithelium"
"Primpol"	-0.24409	0.0441	0.6949324	-1.35556141053216	"GSE29048"	"pdx1_intestinal_epithelium"
"Slc26a5"	-0.244215	0.0271	0.6730063	-1.56703070912559	"GSE29048"	"pdx1_intestinal_epithelium"
"A130019P10Rik"	-0.2443175	0.0101	0.6002057	-1.99567862621736	"GSE29048"	"pdx1_intestinal_epithelium"
"Scel"	-0.2443775	0.0189	0.6489136	-1.72353819582676	"GSE29048"	"pdx1_intestinal_epithelium"
"Csmd1"	-0.24441	0.0347	0.6850681	-1.45967052520913	"GSE29048"	"pdx1_intestinal_epithelium"
"Vldlr"	-0.244445	0.0115	0.6084532	-1.93930215964639	"GSE29048"	"pdx1_intestinal_epithelium"
"Ccdc182"	-0.244695	0.0313	0.675923	-1.50445566245355	"GSE29048"	"pdx1_intestinal_epithelium"
"Meis2"	-0.2449875	0.0482	0.6984613	-1.31695296176115	"GSE29048"	"pdx1_intestinal_epithelium"
"Pdzph1"	-0.24538	0.0211	0.6601844	-1.67571754470231	"GSE29048"	"pdx1_intestinal_epithelium"
"Cachd1"	-0.246205	0.0304	0.675923	-1.51712641639125	"GSE29048"	"pdx1_intestinal_epithelium"
"AU015559"	-0.2462375	0.0151	0.6301309	-1.82102305270683	"GSE29048"	"pdx1_intestinal_epithelium"
"E130215H24Rik"	-0.24626	0.0158	0.633681	-1.80134291304558	"GSE29048"	"pdx1_intestinal_epithelium"
"5430402M21Rik"	-0.2467575	0.0293	0.675923	-1.53313237964589	"GSE29048"	"pdx1_intestinal_epithelium"
"Ube4a"	-0.247185	0.0106	0.6002057	-1.97469413473523	"GSE29048"	"pdx1_intestinal_epithelium"
"Clcn6"	-0.2474525	0.00981	0.5998099	-2.00833099262005	"GSE29048"	"pdx1_intestinal_epithelium"
"E230029C05Rik"	-0.2475825	0.0103	0.6002057	-1.98716277529483	"GSE29048"	"pdx1_intestinal_epithelium"
"Fam65a"	-0.247605	0.0435	0.6932074	-1.36151074304536	"GSE29048"	"pdx1_intestinal_epithelium"
"9330133O14Rik"	-0.247665	0.0155	0.6323735	-1.80966830182971	"GSE29048"	"pdx1_intestinal_epithelium"
"Gm11627"	-0.2480775	0.0124	0.6184271	-1.90657831483776	"GSE29048"	"pdx1_intestinal_epithelium"
"Nlrp12"	-0.2482675	0.0251	0.6654799	-1.60032627851896	"GSE29048"	"pdx1_intestinal_epithelium"
"Rbm33"	-0.248435	0.0126	0.6192206	-1.89962945488244	"GSE29048"	"pdx1_intestinal_epithelium"
"Fhl3"	-0.248605	0.0173	0.6430936	-1.7619538968712	"GSE29048"	"pdx1_intestinal_epithelium"
"Srd5a3"	-0.2487775	0.0129	0.6193026	-1.88941028970075	"GSE29048"	"pdx1_intestinal_epithelium"
"9230110I02Rik"	-0.2492575	0.0198	0.6517185	-1.70333480973847	"GSE29048"	"pdx1_intestinal_epithelium"
"Ror1"	-0.24931	0.0147	0.6258575	-1.83268266525182	"GSE29048"	"pdx1_intestinal_epithelium"
"Tmem212"	-0.249715	0.0037	0.5282287	-2.43179827593301	"GSE29048"	"pdx1_intestinal_epithelium"
"Acot3"	-0.24997	0.0136	0.6258575	-1.86646109162978	"GSE29048"	"pdx1_intestinal_epithelium"
"Galntl6"	-0.25017	0.0211	0.6601844	-1.67571754470231	"GSE29048"	"pdx1_intestinal_epithelium"
"Kcng2"	-0.250515	0.0351	0.6850681	-1.45469288353418	"GSE29048"	"pdx1_intestinal_epithelium"
"Ncstn"	-0.2506775	0.00831	0.5839974	-2.08039897621589	"GSE29048"	"pdx1_intestinal_epithelium"
"Cstad"	-0.2508025	0.011	0.6002057	-1.95860731484178	"GSE29048"	"pdx1_intestinal_epithelium"
"Galnt3"	-0.2508375	0.031	0.675923	-1.50863830616573	"GSE29048"	"pdx1_intestinal_epithelium"
"C81001"	-0.251115	0.0422	0.6929276	-1.37468754903833	"GSE29048"	"pdx1_intestinal_epithelium"
"Mybl2"	-0.2512225	0.00638	0.5647294	-2.19517932127884	"GSE29048"	"pdx1_intestinal_epithelium"
"Cybrd1"	-0.2516	0.0477	0.6978012	-1.32148162095989	"GSE29048"	"pdx1_intestinal_epithelium"
"Rcan2"	-0.2516575	0.00907	0.5958631	-2.0423927129399	"GSE29048"	"pdx1_intestinal_epithelium"
"6030442K20Rik"	-0.251795	0.0247	0.6617042	-1.60730304674033	"GSE29048"	"pdx1_intestinal_epithelium"
"1700093J21Rik"	-0.25195	0.00526	0.5647294	-2.27901425584626	"GSE29048"	"pdx1_intestinal_epithelium"
"Camsap2"	-0.25225	0.0194	0.6497492	-1.71219827006977	"GSE29048"	"pdx1_intestinal_epithelium"
"Tpsab1"	-0.2524325	0.0187	0.6489136	-1.7281583934635	"GSE29048"	"pdx1_intestinal_epithelium"
"Lefty1"	-0.2524825	0.00282	0.5212774	-2.54975089168064	"GSE29048"	"pdx1_intestinal_epithelium"
"Sbno2"	-0.252755	0.0289	0.675923	-1.53910215724345	"GSE29048"	"pdx1_intestinal_epithelium"
"5430425E15Rik"	-0.2528175	0.00705	0.5660029	-2.1518108830086	"GSE29048"	"pdx1_intestinal_epithelium"
"Tab3"	-0.2529775	0.043	0.6932074	-1.36653154442041	"GSE29048"	"pdx1_intestinal_epithelium"
"Wfikkn2"	-0.253045	0.017	0.6430936	-1.76955107862173	"GSE29048"	"pdx1_intestinal_epithelium"
"D230040A04Rik"	-0.253195	0.0442	0.6949324	-1.35457773065091	"GSE29048"	"pdx1_intestinal_epithelium"
"F2"	-0.2537625	0.0222	0.6601844	-1.65364702554936	"GSE29048"	"pdx1_intestinal_epithelium"
"1700016K19Rik"	-0.2538425	0.0107	0.6002057	-1.97061622231479	"GSE29048"	"pdx1_intestinal_epithelium"
"Gramd1a"	-0.25429	0.0405	0.6910918	-1.39254497678533	"GSE29048"	"pdx1_intestinal_epithelium"
"Mcoln1"	-0.25432	0.00823	0.5835599	-2.08460016478773	"GSE29048"	"pdx1_intestinal_epithelium"
"Jph4"	-0.2543225	0.0113	0.600745	-1.94692155651658	"GSE29048"	"pdx1_intestinal_epithelium"
"Rhbdf1"	-0.254515	0.0416	0.6912827	-1.38090666937326	"GSE29048"	"pdx1_intestinal_epithelium"
"Cox16"	-0.2545475	0.0303	0.675923	-1.51855737149769	"GSE29048"	"pdx1_intestinal_epithelium"
"Ppp1r13l"	-0.2546725	0.00391	0.5282287	-2.40782324260413	"GSE29048"	"pdx1_intestinal_epithelium"
